voiceID,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer
audio\output1011.wav,238.0834797483547,81.0138982861743,9.823043186285085,0.03239138644105249,0.00013997128057003115,0.016492307151960883,0.017278159449384087,0.049476921455882644,0.16837056803019798,1.4942771556097643,0.0791214302840047,0.1169856997929677,0.2125145445496642,0.2373642908520141
